"Genero_Usuario","Ciclo_Estacion_Retiro","Ciclo_Estacion_Arribo","Viajes","Tiempo_Promedio"
"M",41,111,375,698.426666666667
"M",41,116,408,539.362745098039
"M",41,256,883,415.642129105323
"M",41,266,1084,495.686346863469
"M",41,267,567,466.58024691358
"M",41,270,528,532.367424242424
"M",41,271,613,540.306688417618
"M",42,11,396,599.075757575758
"M",43,1,493,996.951318458418
"M",43,3,773,664.615782664942
"M",43,10,503,594.968190854871
"M",43,14,459,1199.35294117647
"M",43,15,418,1219.95454545455
"M",43,16,399,1120.70676691729
"M",43,17,389,1104.60925449871
"M",43,18,924,849.770562770563
"M",43,19,760,810.3
"M",43,20,576,793.119791666667
"M",43,26,408,634.436274509804
"M",43,27,563,936.383658969805
"M",43,41,449,1098.67037861915
"M",43,43,1232,1546.21834415584
"M",43,52,885,702.328813559322
"M",43,55,1004,579.908366533865
"M",43,65,503,498.149105367793
"M",43,87,934,525.63704496788
"M",43,88,846,589.003546099291
"M",43,89,512,916.4609375
"M",43,90,648,990.192901234568
"M",43,92,497,803.61569416499
"M",43,93,389,757.056555269923
"M",43,96,614,587.262214983713
"M",43,99,395,408.192405063291
"M",43,107,433,596.602771362587
"M",43,124,558,723.060931899642
"M",43,256,525,655.16
"M",43,266,947,730.055966209081
"M",43,267,391,739.749360613811
"M",43,270,870,539.106896551724
"M",43,271,672,732.745535714286
"M",44,44,756,1135.52248677249
"M",44,46,501,251.874251497006
"M",44,47,504,408.480158730159
"M",44,64,449,432.801781737194
"M",45,36,447,404.127516778523
"M",45,38,439,332.400911161731
"M",45,45,1038,1135.64739884393
"M",45,47,512,422.16796875
"M",45,49,493,277.022312373225
"M",45,53,504,413.06746031746
"M",45,60,450,390.468888888889
"M",45,64,940,381.755319148936
"M",45,72,368,546.684782608696
"M",46,36,440,347.795454545455
"M",46,46,533,1132.66228893058
"M",46,49,467,342.355460385439
"M",46,60,400,460.6125
"M",46,64,385,432.953246753247
"M",47,23,393,561.162849872774
"M",47,36,506,515.045454545455
"M",47,38,620,375.88064516129
"M",47,40,550,295.325454545455
"M",47,44,377,518.437665782493
"M",47,45,605,402.395041322314
"M",47,47,937,1187.29882604056
"M",47,51,394,538.705583756345
"M",47,66,417,686.179856115108
"M",47,68,443,660.613995485327
"M",47,74,387,601.410852713178
"M",47,124,454,705.892070484581
"M",47,133,451,504.044345898004
"M",47,134,705,481.621276595745
"M",47,136,383,487.052219321149
"M",47,141,532,598.684210526316
"M",48,87,509,491.693516699411
"M",48,96,478,515.956066945607
"M",49,36,390,290.094871794872
"M",49,38,377,374.244031830239
"M",49,45,624,249.94391025641
"M",49,46,532,298.253759398496
"M",49,47,615,464.59674796748
"M",49,49,1108,1138.67689530686
"M",49,53,372,421.263440860215
"M",49,64,636,450.85534591195
"M",49,66,435,330.11724137931
"M",49,72,543,349.613259668508
"M",50,36,507,268.763313609467
"M",50,64,398,367.891959798995
"M",51,36,531,486.896421845574
"M",51,38,491,332.091649694501
"M",51,40,380,343.768421052632
"M",51,49,372,435.41935483871
"M",51,51,537,1148.052141527
"M",51,64,379,453.585751978892
"M",51,182,405,785.740740740741
"M",52,1,372,1020.76612903226
"M",52,3,499,762.961923847695
"M",52,10,400,772.46
"M",52,16,419,1058.00715990453
"M",52,18,518,958.361003861004
"M",52,19,501,868.702594810379
"M",52,20,445,827.449438202247
"M",52,41,827,751.135429262394
"M",52,43,1104,559.633152173913
"M",52,52,757,1389.42668428005
"M",52,82,446,397.560538116592
"M",52,92,379,676.195250659631
"M",52,96,476,549.829831932773
"M",52,266,1231,655.094232331438
"M",52,267,562,708.560498220641
"M",52,270,432,749.506944444444
"M",52,271,649,755.882896764253
"M",53,36,1311,351.339435545385
"M",53,37,459,460.291938997821
"M",53,45,404,404.975247524752
"M",53,49,412,349.468446601942
"M",53,53,837,1068.52807646356
"M",53,57,425,393.609411764706
"M",53,59,453,548.227373068433
"M",53,62,563,333.193605683837
"M",53,64,591,593.023688663283
"M",53,66,597,424.15242881072
"M",53,67,492,331.959349593496
"M",53,68,877,431.21094640821
"M",53,69,550,456.394545454545
"M",53,72,578,298.309688581315
"M",53,73,572,410.793706293706
"M",53,74,868,398.377880184332
"M",53,77,805,434.526708074534
"M",53,78,382,489.774869109948
"M",53,79,417,490.973621103118
"M",53,80,485,509.680412371134
"M",53,447,389,294.280205655527
"M",54,36,507,379.43392504931
"M",54,38,537,314.262569832402
"M",54,54,944,1307.64512711864
"M",54,64,898,306.206013363029
"M",54,68,445,349.460674157303
"M",54,74,381,390.55905511811
"M",54,84,446,504.266816143498
"M",54,146,366,501.48087431694
"M",54,182,546,652.098901098901
"M",55,43,484,705.737603305785
"M",56,23,450,535.762222222222
"M",56,32,483,483.828157349896
"M",56,38,585,416.748717948718
"M",56,39,400,280.085
"M",56,40,441,369.27664399093
"M",56,56,541,1052.28280961183
"M",56,134,383,342.853785900783
"M",56,135,452,473.484513274336
"M",56,158,620,634.203225806452
"M",57,36,1081,344.286771507863
"M",57,38,728,336.270604395604
"M",57,53,411,439.335766423358
"M",57,57,579,1010.402417962
"M",57,64,381,481.776902887139
"M",58,36,699,280.463519313305
"M",58,58,493,1460.86206896552
"M",59,36,484,504.206611570248
"M",59,38,378,420.272486772487
"M",59,59,871,1080.4420206659
"M",59,74,452,453.019911504425
"M",59,76,470,378.008510638298
"M",59,80,389,433.496143958869
"M",59,84,554,454.120938628159
"M",59,134,463,492.822894168467
"M",60,36,941,307.422954303932
"M",60,60,654,1013.96483180428
"M",60,72,408,278.446078431373
"M",60,77,424,467.735849056604
"M",61,36,484,506.702479338843
"M",61,38,922,366.506507592191
"M",61,61,945,1252.06349206349
"M",61,64,504,437.998015873016
"M",61,74,398,350.5
"M",61,84,716,372.532122905028
"M",61,182,638,549.92789968652
"M",62,36,709,411.354019746121
"M",62,53,495,287.589898989899
"M",62,62,761,1213.70039421813
"M",63,36,629,450.658187599364
"M",63,38,415,529.720481927711
"M",63,47,576,412.598958333333
"M",63,51,407,391.818181818182
"M",63,63,898,928.527839643653
"M",63,64,665,414.190977443609
"M",63,77,372,450.470430107527
"M",63,80,369,331.368563685637
"M",63,84,613,417.603588907015
"M",63,182,435,524.905747126437
"M",64,36,944,477.629237288136
"M",64,37,674,415.811572700297
"M",64,38,898,391.325167037862
"M",64,45,732,398.957650273224
"M",64,49,547,490.667276051188
"M",64,50,442,443.5
"M",64,51,369,533.325203252033
"M",64,53,423,675.843971631206
"M",64,54,613,420.928221859706
"M",64,60,388,665.662371134021
"M",64,61,474,369.430379746835
"M",64,63,541,396.669131238447
"M",64,64,694,1063.19020172911
"M",64,66,409,602.474327628362
"M",64,67,506,427.373517786561
"M",64,68,460,479.25
"M",64,73,505,489.083168316832
"M",64,74,459,422.041394335512
"M",64,84,558,458.94623655914
"M",64,182,629,612.925278219396
"M",65,43,407,621.980343980344
"M",65,92,562,471.460854092527
"M",66,36,494,464.392712550607
"M",66,45,461,359.043383947939
"M",66,47,436,597.146788990826
"M",66,49,585,326.841025641026
"M",66,53,549,406.384335154827
"M",66,64,397,590.622166246851
"M",66,66,855,1162.29590643275
"M",66,77,1082,333.009242144177
"M",66,83,423,355.049645390071
"M",67,36,564,441.320921985816
"M",67,53,593,311.677908937605
"M",67,64,474,478.550632911392
"M",67,67,752,1026.6210106383
"M",67,69,395,403.025316455696
"M",67,77,666,333.091591591592
"M",68,36,406,552
"M",68,47,397,558.841309823678
"M",68,53,869,389.754890678941
"M",68,64,530,447.967924528302
"M",68,68,1095,1175.19817351598
"M",68,72,391,299.900255754476
"M",68,77,1021,374.771792360431
"M",68,447,417,387.553956834532
"M",69,53,508,505.13188976378
"M",69,67,414,478.026570048309
"M",69,68,466,322.442060085837
"M",69,182,387,535.06976744186
"M",69,258,399,622.102756892231
"M",70,70,849,1323.82096584217
"M",70,182,547,618.471663619744
"M",71,71,1002,903.168662674651
"M",71,84,871,263.849598163031
"M",72,36,454,434.266519823789
"M",72,37,405,552.451851851852
"M",72,47,441,677.886621315193
"M",72,49,464,360.601293103448
"M",72,53,463,377.123110151188
"M",72,60,366,542.661202185792
"M",72,68,499,330.012024048096
"M",72,72,627,1160.2663476874
"M",72,77,375,281.949333333333
"M",72,79,487,275.365503080082
"M",72,83,592,313.630067567568
"M",72,182,437,500.450800915332
"M",73,53,500,354.948
"M",73,61,418,304.387559808612
"M",73,64,419,528.281622911695
"M",73,73,681,1001.97797356828
"M",73,77,1151,222.794960903562
"M",73,84,518,368.565637065637
"M",73,146,394,512.040609137056
"M",73,152,680,357.929411764706
"M",74,36,420,558.709523809524
"M",74,38,588,412.770408163265
"M",74,47,874,465.504576659039
"M",74,51,455,401.307692307692
"M",74,53,443,444.970654627539
"M",74,59,480,447.43125
"M",74,61,452,345.926991150442
"M",74,64,641,416.815912636505
"M",74,74,675,1266.50222222222
"M",74,84,593,327.816188870152
"M",74,134,378,761.740740740741
"M",74,136,538,554.040892193309
"M",74,182,626,417.38338658147
"M",75,75,525,1082.10857142857
"M",75,83,462,194.919913419913
"M",75,84,405,324.125925925926
"M",75,182,448,401.276785714286
"M",76,59,674,295.222551928783
"M",76,61,424,432.075471698113
"M",76,64,436,295.509174311927
"M",76,76,513,1356.55555555556
"M",77,53,990,417.050505050505
"M",77,57,520,544.276923076923
"M",77,60,452,443.730088495575
"M",77,62,827,402.17654171705
"M",77,66,1184,310.868243243243
"M",77,67,1009,374.520317145689
"M",77,68,1272,296.945754716981
"M",77,72,450,279.382222222222
"M",77,73,1038,308.984585741811
"M",77,74,375,445.221333333333
"M",77,77,420,884.264285714286
"M",78,68,573,235.628272251309
"M",79,38,396,624.507575757576
"M",79,64,587,472.216354344123
"M",79,72,432,306.884259259259
"M",79,79,493,1203.97768762677
"M",80,59,382,421.670157068063
"M",80,63,382,301.128272251309
"M",80,64,562,370.026690391459
"M",80,80,394,1077.05329949239
"M",80,182,459,344.111111111111
"M",82,3,384,694.791666666667
"M",82,48,434,302.723502304147
"M",82,82,433,1203.66050808314
"M",82,90,392,775.93112244898
"M",82,107,522,534.722222222222
"M",82,124,1589,642.557583385777
"M",82,266,572,721.993006993007
"M",83,53,375,486.493333333333
"M",83,66,481,382.654885654886
"M",83,72,409,323.750611246944
"M",83,75,376,293.101063829787
"M",84,54,611,539.613747954174
"M",84,59,1106,409.716998191682
"M",84,61,759,440.030303030303
"M",84,63,1044,322.789272030651
"M",84,64,1086,309.887661141805
"M",84,68,461,416.542299349241
"M",84,70,396,347.626262626263
"M",84,71,871,243.244546498278
"M",84,74,968,315.568181818182
"M",84,79,446,396.710762331839
"M",84,84,820,1295.21707317073
"M",84,150,660,331.793939393939
"M",85,4,458,467.445414847162
"M",85,18,369,440.227642276423
"M",85,85,545,4957.6
"M",85,86,861,248.327526132404
"M",85,103,373,478.903485254692
"M",85,174,2331,361.040326040326
"M",85,254,393,339.432569974555
"M",85,266,650,768.821538461538
"M",85,271,980,749.086734693878
"M",85,272,382,680.235602094241
"M",86,1,917,536.294438386041
"M",86,5,382,484.510471204188
"M",86,6,592,428.663851351351
"M",86,7,708,630.524011299435
"M",86,11,373,263.337801608579
"M",86,14,969,605.670794633643
"M",86,15,1292,507.853715170279
"M",86,16,736,521.600543478261
"M",86,17,738,454.460704607046
"M",86,18,653,409.658499234303
"M",86,19,395,291.043037974684
"M",86,23,608,566.949013157895
"M",86,24,475,489.844210526316
"M",86,35,400,406.125
"M",86,43,366,871.819672131148
"M",86,86,500,1088.648
"M",86,183,418,491.569377990431
"M",86,266,626,605.343450479233
"M",86,271,920,585.41847826087
"M",86,272,487,512.441478439425
"M",87,3,455,857.857142857143
"M",87,41,539,810.417439703154
"M",87,43,688,709.452034883721
"M",87,48,728,412.118131868132
"M",87,87,484,1477.15702479339
"M",87,90,528,619.077651515152
"M",87,92,399,565.273182957393
"M",87,106,472,804.828389830509
"M",87,266,544,1137.45036764706
"M",90,43,406,1129.06157635468
"M",90,82,368,654.184782608696
"M",90,87,523,730.353728489484
"M",90,90,506,2354.17193675889
"M",90,106,980,486.54387755102
"M",92,65,617,459.479740680713
"M",92,82,401,695.568578553616
"M",92,92,377,1453.0424403183
"M",92,106,503,982.143141153082
"M",93,93,481,1055.83575883576
"M",95,106,398,413.756281407035
"M",96,1,404,1230.35891089109
"M",96,10,603,648.174129353234
"M",96,11,411,930.525547445255
"M",96,26,616,685.623376623377
"M",96,41,420,743.440476190476
"M",96,43,421,603.368171021378
"M",96,48,402,477.432835820896
"M",96,52,377,543.798408488064
"M",96,96,1205,1293.73195020747
"M",96,97,406,638.266009852217
"M",96,98,407,627.921375921376
"M",96,107,708,766.694915254237
"M",96,112,694,584.603746397695
"M",97,96,445,700.123595505618
"M",98,1,405,824.543209876543
"M",98,43,416,446.086538461538
"M",98,96,428,589.322429906542
"M",98,98,452,1345.45353982301
"M",99,1,1054,1090.30075901328
"M",99,10,484,513.01652892562
"M",99,11,409,849.699266503667
"M",99,99,520,1336.89615384615
"M",99,107,659,405.001517450683
"M",102,102,518,1317.90733590734
"M",103,1,742,514.694070080863
"M",103,6,414,518.678743961353
"M",103,18,719,594.456189151599
"M",103,27,445,593.570786516854
"M",103,103,629,1227.78060413355
"M",103,111,565,271.746902654867
"M",103,174,643,325.891135303266
"M",103,254,463,344.224622030238
"M",103,256,441,421.734693877551
"M",103,271,534,647.39138576779
"M",106,87,440,659.588636363636
"M",106,90,778,651.764781491003
"M",106,92,370,731.391891891892
"M",106,95,463,360.503239740821
"M",106,106,739,2065.19350473613
"M",106,107,455,693.476923076923
"M",106,109,495,494.987878787879
"M",107,3,432,606.611111111111
"M",107,8,576,470.008680555556
"M",107,20,498,576.610441767068
"M",107,26,828,398.403381642512
"M",107,27,436,617.862385321101
"M",107,31,531,537.04143126177
"M",107,34,457,582.105032822757
"M",107,43,477,618.568134171908
"M",107,82,376,573.162234042553
"M",107,96,494,652.661943319838
"M",107,99,431,481.354988399072
"M",107,107,534,1237.65543071161
"M",107,113,2758,302.236403190718
"M",107,114,596,324.961409395973
"M",107,115,538,444.873605947955
"M",107,116,1226,353.630505709625
"M",107,117,391,472.685421994885
"M",107,118,593,340.431703204047
"M",107,119,443,350.306997742664
"M",107,124,565,438.688495575221
"M",107,266,631,983.19175911252
"M",107,271,588,1022.87925170068
"M",108,33,427,1152.8149882904
"M",108,108,781,1617.12932138284
"M",108,257,784,944.419642857143
"M",108,260,597,971.914572864322
"M",109,106,467,1037.87794432548
"M",109,107,407,628.614250614251
"M",109,109,608,1749.08552631579
"M",111,14,382,821.096858638743
"M",111,17,388,494.255154639175
"M",111,18,717,616.698744769874
"M",111,27,586,488.131399317406
"M",111,86,453,389.739514348786
"M",111,111,480,1063.09791666667
"M",111,174,2614,278.703136954858
"M",111,254,545,339.269724770642
"M",111,256,1090,355.580733944954
"M",111,266,580,787.21724137931
"M",111,271,446,738.006726457399
"M",112,3,592,356.346283783784
"M",112,96,552,584.985507246377
"M",112,107,382,396.259162303665
"M",112,112,946,1217.15644820296
"M",112,119,413,422.019370460048
"M",113,96,778,706.428020565553
"M",113,107,2094,366.812320916905
"M",113,113,829,2631.89143546441
"M",113,116,465,3591.13548387097
"M",113,119,1113,357.009883198562
"M",113,266,431,703.218097447796
"M",114,114,484,1315.25826446281
"M",114,117,440,327.484090909091
"M",115,15,419,554.241050119332
"M",115,29,520,414.882692307692
"M",115,41,403,546.248138957816
"M",115,43,611,657.17348608838
"M",115,96,487,802.156057494867
"M",115,107,437,493.219679633867
"M",115,115,392,1427.8112244898
"M",115,119,430,496.327906976744
"M",115,266,502,747.249003984064
"M",116,31,454,395.180616740088
"M",116,34,397,460.96725440806
"M",116,41,404,462.311881188119
"M",116,43,459,633.137254901961
"M",116,96,393,735.460559796438
"M",116,107,1340,340.311194029851
"M",116,113,382,536.298429319372
"M",116,116,1139,1297.06584723442
"M",116,117,862,255.849187935035
"M",116,119,734,354.134877384196
"M",116,120,453,307.664459161148
"M",116,121,484,424.929752066116
"M",116,135,389,463.650385604113
"M",116,266,599,683.946577629382
"M",116,267,374,748.040106951872
"M",116,270,437,535.112128146453
"M",117,107,608,459.223684210526
"M",117,113,535,308.844859813084
"M",117,114,522,303.804597701149
"M",117,116,1125,282.136
"M",117,117,425,809.230588235294
"M",117,119,523,311.235181644359
"M",117,266,611,781.764320785597
"M",118,107,411,488.442822384428
"M",118,118,498,996.718875502008
"M",118,119,521,331.36084452975
"M",119,8,510,578.398039215686
"M",119,10,547,493.396709323583
"M",119,26,505,420.994059405941
"M",119,34,526,461.249049429658
"M",119,112,470,536.663829787234
"M",119,113,1964,247.702647657841
"M",119,115,635,489.711811023622
"M",119,116,638,619.96394984326
"M",119,117,374,351.689839572193
"M",119,118,469,226.56289978678
"M",119,119,837,1175.65113500597
"M",119,120,429,291.643356643357
"M",119,121,393,428.900763358779
"M",120,107,508,440.251968503937
"M",120,116,691,312.9001447178
"M",120,119,610,265.416393442623
"M",120,120,618,1038.82200647249
"M",121,1,453,622.260485651214
"M",121,116,686,451.518950437318
"M",121,119,475,349.92
"M",121,121,367,1079.91553133515
"M",121,123,475,383.972631578947
"M",121,134,594,324.771043771044
"M",121,141,560,390.183928571429
"M",122,82,530,464.143396226415
"M",122,112,394,602.078680203046
"M",123,31,426,467.18544600939
"M",123,123,1140,910.505263157895
"M",123,124,474,460.808016877637
"M",124,43,523,753.973231357553
"M",124,82,1297,706.409406322282
"M",124,107,608,415.190789473684
"M",124,123,864,263.037037037037
"M",124,124,608,1348.83881578947
"M",124,136,368,592.682065217391
"M",125,125,505,1210.57623762376
"M",125,137,550,301.123636363636
"M",126,130,440,319.197727272727
"M",126,134,1003,320.125623130608
"M",126,136,1550,338.661290322581
"M",126,141,923,417.009750812568
"M",126,145,422,543.127962085308
"M",126,151,485,624.014432989691
"M",127,126,380,315.313157894737
"M",127,127,633,1334.92259083728
"M",128,128,561,1172.08556149733
"M",128,158,408,661.03431372549
"M",129,123,385,557.615584415584
"M",129,129,762,1137.09186351706
"M",129,130,491,271.588594704684
"M",129,136,888,329.838963963964
"M",129,146,439,556.136674259681
"M",129,151,492,458.632113821138
"M",130,126,500,267.19
"M",130,130,410,1071.36341463415
"M",131,126,523,250.158699808795
"M",131,131,430,926.251162790698
"M",131,133,463,317.598272138229
"M",131,145,473,1292.44397463002
"M",132,136,417,317.57793764988
"M",133,131,374,338.061497326203
"M",133,133,573,970.232111692845
"M",133,134,372,436.795698924731
"M",133,136,739,422.299052774019
"M",133,149,393,550.470737913486
"M",134,47,435,571.8
"M",134,51,437,561.37528604119
"M",134,56,437,340.988558352403
"M",134,59,433,432.08545034642
"M",134,74,425,651.755294117647
"M",134,121,424,371.714622641509
"M",134,126,891,346.158249158249
"M",134,134,1033,1060.72023233301
"M",134,135,596,366.906040268456
"M",134,136,835,376.502994011976
"M",134,146,416,560.310096153846
"M",134,149,572,450.052447552448
"M",134,151,497,480.07847082495
"M",134,158,918,553.722222222222
"M",135,56,678,458.864306784661
"M",135,134,592,406.265202702703
"M",135,135,777,1195.41956241956
"M",135,136,1539,380.670565302144
"M",135,141,395,462.640506329114
"M",135,149,407,483
"M",136,51,390,404.379487179487
"M",136,74,554,642.362815884477
"M",136,126,1127,326.843833185448
"M",136,133,464,450.467672413793
"M",136,134,580,340.894827586207
"M",136,135,1363,396.336023477623
"M",136,136,966,1106.86956521739
"M",136,137,837,303.584229390681
"M",136,151,423,432.718676122931
"M",136,158,753,605.774236387782
"M",137,125,484,346.954545454545
"M",137,126,487,370.673511293634
"M",137,136,972,334.405349794239
"M",137,137,599,1060.85642737897
"M",137,148,464,353.398706896552
"M",138,136,472,421.989406779661
"M",138,138,581,1083.75387263339
"M",138,148,525,271.998095238095
"M",138,149,374,385.299465240642
"M",139,108,387,1040.58914728682
"M",139,139,1047,1443.16714422159
"M",139,155,642,543.989096573209
"M",139,449,596,840.629194630872
"M",140,140,529,1153.85822306238
"M",140,149,676,332.650887573964
"M",141,47,438,694.059360730594
"M",141,126,1267,346.254143646409
"M",141,141,1170,1136.61623931624
"M",141,144,474,311.888185654008
"M",141,146,409,509.427872860636
"M",141,148,776,336.189432989691
"M",141,149,802,348.023690773067
"M",141,158,1543,403.042773817239
"M",141,159,388,482.365979381443
"M",141,163,440,451.561363636364
"M",142,36,388,600.451030927835
"M",142,141,406,379.330049261084
"M",142,142,617,1029.05510534846
"M",142,143,460,285.59347826087
"M",142,144,405,406.876543209877
"M",142,149,395,455.060759493671
"M",143,142,537,398.830540037244
"M",143,143,626,1295.36900958466
"M",143,146,634,407.447949526814
"M",143,149,392,285.5
"M",143,158,456,514.75
"M",144,141,653,402.113323124043
"M",144,144,462,1245.31168831169
"M",145,126,637,423.281004709576
"M",145,131,489,436.740286298568
"M",145,144,382,410.960732984293
"M",145,145,602,1074.33720930233
"M",145,146,528,389.242424242424
"M",145,148,635,270.537007874016
"M",145,149,708,322.16384180791
"M",145,158,1194,342.943886097152
"M",145,159,422,408.983412322275
"M",146,28,382,629.123036649215
"M",146,36,599,610.732888146911
"M",146,53,465,580.593548387097
"M",146,54,417,378.376498800959
"M",146,71,402,317.072139303483
"M",146,73,444,477.22972972973
"M",146,84,502,321.155378486056
"M",146,145,453,393.997792494481
"M",146,146,470,1110.21489361702
"M",146,157,505,488.168316831683
"M",146,182,506,775.5
"M",147,146,440,352.113636363636
"M",147,147,395,968.688607594937
"M",147,158,837,247.899641577061
"M",147,163,411,322.459854014599
"M",148,140,395,255.369620253165
"M",148,141,1191,302.701931150294
"M",148,145,770,265.388311688312
"M",148,146,533,426.307692307692
"M",148,151,463,350.732181425486
"M",149,64,398,503.645728643216
"M",149,133,522,579.07662835249
"M",149,134,390,447.779487179487
"M",149,135,479,482.818371607516
"M",149,137,419,376.126491646778
"M",149,140,872,265.357798165138
"M",149,141,771,364.536964980545
"M",149,143,429,360.342657342657
"M",149,145,818,329.992665036675
"M",149,146,579,425.215889464594
"M",149,147,391,338.892583120205
"M",149,149,533,1304.79549718574
"M",149,151,813,396.371463714637
"M",149,163,466,495.579399141631
"M",149,165,464,510.178879310345
"M",149,276,534,441.181647940075
"M",150,36,504,654.027777777778
"M",150,150,709,1010.5317348378
"M",150,157,515,323.687378640777
"M",150,158,669,500.629297458894
"M",150,162,604,351.852649006623
"M",151,129,447,586.697986577181
"M",151,149,1036,347.138030888031
"M",151,151,862,1039.1716937355
"M",151,152,418,345.650717703349
"M",151,158,2060,340.233009708738
"M",151,163,450,477.753333333333
"M",152,150,582,227.297250859107
"M",152,151,465,341.477419354839
"M",152,152,408,1032.66666666667
"M",153,64,406,270.182266009852
"M",153,146,401,300.852867830424
"M",153,153,548,832.576642335766
"M",154,64,447,415.020134228188
"M",154,146,986,295.786004056795
"M",154,150,837,283.532855436081
"M",154,151,452,551.026548672566
"M",154,153,421,249.973871733967
"M",154,162,745,363.189261744966
"M",154,164,422,492.599526066351
"M",154,302,372,558.180107526882
"M",154,303,660,540.065151515152
"M",154,305,404,657.423267326733
"M",155,33,390,1050.84871794872
"M",155,139,656,643.08993902439
"M",155,155,800,1414.0475
"M",158,128,498,553.212851405622
"M",158,134,481,525.494802494802
"M",158,136,468,595.899572649573
"M",158,141,1664,401.195913461538
"M",158,145,1302,445.652073732719
"M",158,147,718,302.272980501393
"M",158,149,508,383.484251968504
"M",158,151,2159,436.86058360352
"M",158,153,593,442.954468802698
"M",158,162,976,408.24487704918
"M",158,164,377,540.363395225464
"M",158,165,430,445.041860465116
"M",159,141,696,441.541666666667
"M",159,276,418,334.985645933014
"M",160,160,778,1291.80719794344
"M",160,257,751,484.30758988016
"M",161,146,468,290.705128205128
"M",161,161,466,1185.52789699571
"M",162,146,451,392.640798226164
"M",162,154,753,313.589641434263
"M",162,158,532,416.167293233083
"M",162,162,464,1093.99353448276
"M",162,163,825,335.059393939394
"M",162,164,516,358.961240310078
"M",163,141,436,517.149082568807
"M",163,149,532,440.90977443609
"M",163,151,408,438.725490196078
"M",163,162,729,412.920438957476
"M",163,163,799,1232.89111389237
"M",163,164,563,520.225577264654
"M",163,165,1163,281.864144453998
"M",164,146,451,376.458980044346
"M",164,154,722,268.131578947368
"M",164,158,382,558.29057591623
"M",164,163,834,410.870503597122
"M",164,164,753,1292.64541832669
"M",164,165,984,352.051829268293
"M",165,149,660,467.230303030303
"M",165,158,662,337.539274924471
"M",165,163,2172,204.157458563536
"M",165,164,585,376.078632478632
"M",165,165,616,995.399350649351
"M",165,276,455,351.778021978022
"M",166,166,473,1218.07399577167
"M",166,167,833,230.554621848739
"M",166,168,416,399.723557692308
"M",166,169,369,394.90243902439
"M",166,182,923,448.00758396533
"M",167,166,437,323.114416475973
"M",167,167,485,1045.83092783505
"M",167,169,781,258.439180537772
"M",167,171,504,428.886904761905
"M",167,172,434,273.900921658986
"M",167,173,378,313.267195767196
"M",167,182,615,373.70406504065
"M",167,285,1008,313.267857142857
"M",167,286,1760,369.438068181818
"M",167,305,590,502.927118644068
"M",168,168,554,1206.77075812274
"M",168,182,1299,271.414164742109
"M",168,305,394,460.817258883249
"M",169,23,378,876.634920634921
"M",169,84,402,390.606965174129
"M",169,169,465,1053.04946236559
"M",169,182,830,226.871084337349
"M",169,305,500,390.402
"M",170,169,512,433.99609375
"M",170,182,698,533.967048710602
"M",171,167,517,273.263056092843
"M",171,170,379,301.411609498681
"M",171,171,658,1099.3556231003
"M",171,182,534,391.020599250936
"M",171,185,509,441.834970530452
"M",171,286,438,356.611872146119
"M",171,305,486,397.123456790123
"M",172,167,667,229.469265367316
"M",172,172,720,1098.875
"M",172,182,753,441.472775564409
"M",173,36,544,669.59375
"M",173,167,767,256.524119947849
"M",173,170,493,400.525354969574
"M",173,182,505,294.378217821782
"M",174,1,2066,511.963213939981
"M",174,6,932,561.326180257511
"M",174,11,1096,485.099452554745
"M",174,12,703,477.135135135135
"M",174,18,762,637.812335958005
"M",174,19,402,601.007462686567
"M",174,27,588,620.045918367347
"M",174,85,1814,454.014884233738
"M",174,86,379,516.656992084433
"M",174,103,715,305.80979020979
"M",174,111,2732,303.816617862372
"M",174,174,632,1125.00949367089
"M",174,183,2459,308.570963806425
"M",174,255,452,362.247787610619
"M",174,256,870,320.931034482759
"M",174,271,635,646.540157480315
"M",174,274,407,549.832923832924
"M",175,175,682,1229.96041055718
"M",175,190,397,912.617128463476
"M",175,247,386,1332.34455958549
"M",175,391,372,1236.79838709677
"M",175,449,526,900.899239543726
"M",178,177,548,225.242700729927
"M",178,187,373,382.11528150134
"M",178,191,840,524.009523809524
"M",179,63,427,368.400468384075
"M",180,63,372,388.341397849462
"M",180,180,838,1470.9630071599
"M",180,182,1416,264.656779661017
"M",180,303,424,580.245283018868
"M",181,181,474,1203.29113924051
"M",182,36,436,782.977064220183
"M",182,51,366,730.054644808743
"M",182,54,367,639.566757493188
"M",182,61,566,520.959363957597
"M",182,63,612,464.050653594771
"M",182,64,766,577.223237597911
"M",182,70,400,528.035
"M",182,74,703,415.834992887624
"M",182,75,432,436.206018518519
"M",182,84,638,295.677115987461
"M",182,123,400,1070.6375
"M",182,129,403,958.761786600496
"M",182,146,371,586.981132075472
"M",182,164,437,341.059496567506
"M",182,168,373,442.345844504021
"M",182,170,698,506.265042979943
"M",182,171,893,410.085106382979
"M",182,172,877,513.458380843786
"M",182,173,608,320.797697368421
"M",182,180,862,215.465197215777
"M",182,182,1495,1236.96254180602
"M",182,266,409,1713.36919315403
"M",182,267,374,1705.70053475936
"M",182,286,434,507.456221198157
"M",183,1,412,513.980582524272
"M",183,18,673,525.187221396731
"M",183,27,388,553.762886597938
"M",183,174,2502,243.402877697842
"M",183,183,651,952.006144393241
"M",183,254,445,410.460674157303
"M",183,256,880,326.2875
"M",184,28,397,1031.33249370277
"M",184,184,677,1327.28803545052
"M",184,185,1101,253.880108991826
"M",185,184,1462,252.174418604651
